AP,BAIRRO,LOGRADOURO,INÍCIO,FIM ,LADO,VAGAS,TEMPO DE PERMANÊNCIA,PERÍODO DE FUNCIONAMENTO,POSIÇÃO,LOCALIZAÇÃO,OBSERVAÇÃO,PORTARIA Nº
2.1,BOTAFOGO,RUA CAPITÃO SALOMÃO,RUA VISCONDE DE CARAVELAS,RUA VOLUNTÁRIOS DA PATRIA,IMPAR,29,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 2H, SÁB DAS 13H ÀS 2H E DOMINGO DAS 7H ÀS 2H",A 45 GRAUS DA VIA,,,34.412 (DO 03/07/2006) - art 2º - I -
2.1,BOTAFOGO,RUA CAPITÃO SALOMÃO,RUA VISCONDE DE CARAVELAS,RUA VOLUNTÁRIOS DA PATRIA,PAR,22,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 2H, SÁB DAS 13H ÀS 2H E DOMINGO DAS 7H ÀS 2H",A 45 GRAUS DA VIA,ENTRE OS Nº:14-50,,34.412 (DO 03/07/2006) - art 2º - II -
2.1,BOTAFOGO,RUA CAPITÃO SALOMÃO,RUA VISCONDE DE CARAVELAS,RUA VISCONDE SILVA,IMPAR,17,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 2H, SÁB DAS 13H ÀS 2H E DOMINGO DAS 7H ÀS 2H",A 45 GRAUS DA VIA,,,34.412 (DO 03/07/2006) - art 2º - III -
2.1,BOTAFOGO,RUA CAPITÃO SALOMÃO,RUA VISCONDE DE CARAVELAS,RUA VISCONDE SILVA,PAR,14,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 2H, SÁB DAS 13H ÀS 2H E DOMINGO DAS 7H ÀS 2H",A 45 GRAUS DA VIA,,,34.412 (DO 03/07/2006) - art 2º - IV -
2.1,BOTAFOGO,RUA CLARICE INDIO DO BRASIL,RUA JORN ORLANDO DANTAS,RUA BARÃO DE ITAMBI,PAR,15,ÚNICO,SEG A SEX DAS 7H ÀS 23H E SÁB DAS 7H ÀS 14H,AO LONGO DA VIA,ENTRE OS Nº:52-30,,31.368 (DO 24/08/2005)
2.1,BOTAFOGO,RUA CONDE DE IRAJÁ,RUA CAPISTRANO DE ABREU,RUA HUMAITÁ,PAR,13,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 2H, SÁB DAS 13H ÀS 2H E DOMINGO DAS 7H ÀS 2H",AO LONGO DA VIA,,,34.332 - I - (DO 26/06/2006)
2.1,BOTAFOGO,RUA CONDE DE IRAJÁ,RUA CAPISTRANO DE ABREU,RUA VOLUNTÁRIOS DA PATRIA,PAR,6,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 2H, SÁB DAS 13H ÀS 2H E DOMINGO DAS 7H ÀS 2H",AO LONGO DA VIA,ENTRE OS Nº:236 - 260,"nºvagas reduzido para 03 entre 7h e 13h de seg à sex,função de implantação de c/desc prov -até 31/10/2007-de obras conf Proc :03/073.134/06 ",34.332 - II - (DO 26/06/2006)
2.1,BOTAFOGO,RUA CONDE DE IRAJÁ,RUA VOLUNTÁRIOS DA PATRIA,RUA VISCONDE DE CARAVELAS,PAR,19,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 2H, SÁB DAS 13H ÀS 2H E DOMINGO DAS 7H ÀS 2H",AO LONGO DA VIA,,,34.332 - III - (DO 26/06/2006)
2.1,BOTAFOGO,RUA CONDE DE IRAJÁ,RUA VISCONDE DE SILVA,RUA VISCONDE DE CARAVELAS,PAR,9,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 2H, SÁB DAS 13H ÀS 2H E DOMINGO DAS 7H ÀS 2H",AO LONGO DA VIA,ENTRE OS Nº:542 - 432,,34.332 - IV - (DO 26/06/2006)
2.1,BOTAFOGO,RUA DEZENOVE DE FEVEREIRO,RUA VOLUNTÁRIOS DA PATRIA,RUA MENA BARRETO,PAR,39,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº: 90 - 140,,28.010 (DO 17/09/2004) E 34.056 (DO 29/05/2006)
2.1,BOTAFOGO,RUA DEZENOVE DE FEVEREIRO,RUA VOLUNTÁRIOS DA PATRIA,RUA MENA BARRETO,ÍMPAR,28,ROTATIVO 2H,SEG A DOM DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.010 (DO 17/09/2004)
2.1,BOTAFOGO,RUA DEZENOVE DE FEVEREIRO,RUA VOLUNTÁRIOS DA PATRIA,RUA MENA BARRETO,PAR,24,ROTATIVO 2H,SEG A DOM DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.010 (DO 17/09/2004)
2.1,BOTAFOGO,RUA DEZENOVE DE FEVEREIRO,RUA VOLUNTÁRIOS DA PATRIA,RUA SÃO CLEMENTE,PAR,41,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº: 175(RUA SÃO CLEMENTE) - 80,,"28.010 (DO 17/09/2004), 29.777 (DO 02/03/2005), 32.085 (DO 07/11/2005) E 2.325 (DO 22/05/07)-ART.2º-"
2.1,BOTAFOGO,RUA GENERAL DIONISIO,RUA VISCONDE SILVA,RUA VISCONDE CARAVELAS,PAR,10,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 02H, SÁB DAS 13H ÀS 02H E DOM DAS 7H ÀS 02H ",AO LONGO DA VIA,ENTRE OS Nº:140(RUA VISC.SILVA) - 40,,34.412 (DO 03/07/2006) - art.2º - V -
2.1,BOTAFOGO,RUA GENERAL DIONISIO,RUA VISCONDE SILVA,RUA VISCONDE CARAVELAS,IMPAR,11,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 02H, SÁB DAS 13H ÀS 02H E DOM DAS 7H ÀS 02H ",AO LONGO DA VIA,ENTRE OS Nº:57 - 41,,34.412 (DO 03/07/2006) - art.2º - VI -
2.1,BOTAFOGO,RUA GENERAL DIONISIO,RUA VISCONDE CARAVELAS,RUA VOLUNTÁRIOS DA PATRIA,IMPAR,19,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 02H, SÁB DAS 13H ÀS 02H E DOM DAS 7H ÀS 02H ",AO LONGO DA VIA,ENTRE OS Nº:154(RUA VISC.CARAVELAS) - 07,,34.412 (DO 03/07/2006) - art.2º - VII -
2.1,BOTAFOGO,RUA GENERAL DIONISIO,RUA VOLUNTÁRIOS DA PATRIA,RUA DESEMBARGADOR BURLE,PAR,10,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 02H, SÁB DAS 13H ÀS 02H E DOM DAS 7H ÀS 02H ",AO LONGO DA VIA,LADO OPOSTO AOS Nº:154(RUA VISC.CARAVELAS) - 07,,34.412 (DO 03/07/2006) - art.2º - VIII -
2.1,BOTAFOGO,RUA GENERAL GOES MONTEIRO,RUA DA PASSAGEM,AV LAURO SODRE,ÍMPAR,39,ÚNICO,SEG A SEX DAS 7H ÀS 19H,A 45 GRAUS DA VIA,ENTRE OS Nº: 179( RUA DA PASSAGEM) -195,,28.010 (DO 17/09/2004)
2.1,BOTAFOGO,RUA GENERAL POLIDORO,RUA PAULINO FERNANDES,RUA DA PASSAGEM,PAR,22,ÚNICO,SEG A SEX DAS 7H ÀS 19H E SÁBADO DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº:58-8,,30.074 (DO 05/04/2005)
2.1,BOTAFOGO,RUA GENERAL POLIDORO,RUA PAULINO FERNANDES,RUA DA PASSAGEM,IMPAR,23,ÚNICO,SEG A SEX DAS 7H ÀS 19H E SÁBADO DAS 7H ÀS 13H,AO LONGO DA VIA,INÍCIO E/F À PÇA COMPOSITOR MAURO DUARTE E TÉRMINO E/F Nº:15,,30.074 (DO 05/04/2005)
2.1,BOTAFOGO,RUA GENERAL POLIDORO,,,-,14,ÚNICO,SEG A DOM DAS 7H ÀS 19H,A 90 GRAUS DA VIA,E/F AO CEM.S.J.BATISTA,,28.010 (DO 17/09/2004)
2.1,BOTAFOGO,RUA GENERAL SEVERIANO RIBEIRO,,,IMPAR,15,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,E/F AO Nº159 ,,1.342 (DO 30/01/2007)
2.1,BOTAFOGO,RUA GUILHERMINA GUINLE,RUA VOLUNTÁRIOS DA PATRIA,RUA SÃO CLEMENTE,PAR,58,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº: 178( RUA VOL PÁTRIA) -213 ,,28.010 (DO 17/09/2004)
2.1,BOTAFOGO,RUA HENRIQUE DE NOVAES,RUA SÃO JOÃO BATISTA,RUA REAL GRANDEZA,PAR,10,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 23H ,AO LONGO DA VIA,LADO OPOSTO AO Nº:145,,33.936 (DO 17/05/2006) - I -
2.1,BOTAFOGO,RUA HENRIQUE DE NOVAES,RUA SÃO JOÃO BATISTA,RUA REAL GRANDEZA,PAR,6,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 23H ,A 90 GRAUS DA VIA,LADO OPOSTO AO Nº:123 - NO RECUO EXISTENTE-,,33.936 (DO 17/05/2006) - II -
2.1,BOTAFOGO,RUA HENRIQUE DE NOVAES,RUA SÃO JOÃO BATISTA,RUA REAL GRANDEZA,PAR,16,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 23H ,AO LONGO DA VIA,LADO OPOSTO ENTRE OS Nº:107-13,,33.936 (DO 17/05/2006) - III -
2.1,BOTAFOGO,RUA JORN ORLANDO DANTAS,RUA FARANI,RUA CLARICE INDIO DO BRASIL,PAR,63,ÚNICO,SEG A SEX DAS 7H ÀS 23H E SÁBADO DAS 7H ÀS 14H,A 45 GRAUS DA VIA,ENTRE OS Nº:60-02,,31.367 (DO 24/08/2005)
2.1,BOTAFOGO,RUA JORN ORLANDO DANTAS,RUA FARANI,RUA CLARICE INDIO DO BRASIL,PAR,3,ÚNICO,SEG A SEX DAS 7H ÀS 23H E SÁBADO DAS 7H ÀS 14H,AO LONGO DA VIA,ENTRE O Nº:02 E A R.CLARICE ÍNDIO DO BRASIL,,31.367 (DO 24/08/2005)
2.1,BOTAFOGO,RUA LACERDA DE ALMEIDA,RUA LACERDA DE ALMEIDA,RUA DOUTOR SAMPAIO CORREIA,-,20,ÚNICO,SEG A DOM DAS 7H ÀS 19H,AO LONGO DA VIA,BOLSÃO,,28.010 (DO 17/09/2004)
2.1,BOTAFOGO,RUA MARTINS FERREIRA,RUA VOLUNTÁRIOS DA PATRIA,RUA CAPISTRANO DE ABREU,PAR,26,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 24H, SÁB DAS 13H ÀS 24H E DOMINGO DAS 7H ÀS 24H",A 45 GRAUS DA VIA,ENTRE OS Nº:88-72,,34.334 (DO 26/06/06) - I -
2.1,BOTAFOGO,RUA MARTINS FERREIRA,RUA CAPISTRANO DE ABREU,RUA SÃO CLEMENTE,PAR,68,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 24H, SÁB DAS 13H ÀS 24H E DOMINGO DAS 7H ÀS 24H",A 45 GRAUS DA VIA,ENTRE OS Nº:60-407(R.S.CLEMENTE),,34.334 (DO 26/06/06) - II -
2.1,BOTAFOGO,RUA MARTINS FERREIRA,RUA VOLUNTÁRIOS DA PATRIA,RUA MIRANDA VALVERDE,IMPAR,22,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 24H, SÁB DAS 13H ÀS 24H E DOMINGO DAS 7H ÀS 24H",AO LONGO DA VIA,ENTRE OS Nº:91-47,,"34.334 (DO 26/06/06) - III -, 298 (05/10/2006) -art.2º - e 2.356 (25/05/07) - art.2º-"
2.1,BOTAFOGO,RUA MARTINS FERREIRA,RUA MIRANDA VALVERDE,RUA SÃO CLEMENTE,IMPAR,25,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 24H, SÁB DAS 13H ÀS 24H E DOMINGO DAS 7H ÀS 24H",AO LONGO DA VIA,ENTRE OS Nº:25-403(R.S.CLEMENTE),,34.334 (DO 26/06/06) - IV -
2.1,BOTAFOGO,RUA MENA BARRETO,RUA SÃO JOÃO BAPTISTA,RUA REAL GRANDEZA,PAR,19,ÚNICO,SEG A DOM DAS 7H ÀS 23H,AO LONGO DA VIA,LADO OPOSTO AOS Nº:115-161,,33.799 (DO 02/05/2006)
2.1,BOTAFOGO,RUA MUNIZ BARRETO,RUA MARQUÊS DE OLINDA,RUA VISCONDE DE OURO PRETO,PAR,42,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H - ÚNICO DE SEG A DOM DAS 19H ÀS 23H,,ENTRE OS Nº: 356 - 54(RUA VISC OURO PRETO),,28.010 (DO 17/09/2004)
2.1,BOTAFOGO,RUA MUNIZ BARRETO,RUA VISCONDE DE OURO PRETO,RUA PROF ALFREDO GOMES,ÍMPAR,17,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº: 501 - 621,,28.010 (DO 17/09/2004)
2.1,BOTAFOGO,RUA NELSON MANDELA,RUA PROF ALVARO RODRIGUES,RUA VOLUNTÁRIOS DA PATRIA,ÍMPAR,12,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,LADO OPOSTO - ENTRE OS Nº: 89(RUA VOL PÁTRIA) - 284(RUA PROF ÁLV RODRIGUES),,28.010 (DO 17/09/2004)
2.1,BOTAFOGO,RUA NELSON MANDELA,RUA SÃO CLEMENTE,RUA VOLUNTÁRIOS DA PATRIA,ÍMPAR,57,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE O Nº : 47 - METRÔ BOTAFOGO,,28.010 (DO 17/09/2004)
2.1,BOTAFOGO,RUA PAULO BARRETO,RUA GENERAL POLIDORO,RUA MENA BARRETO,PAR,25,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 19H,A 45 GRAUS DA VIA,ENTRE OS Nº:110 - 27,,34.412 (DO 03/07/2006) - art 1º - I -
2.1,BOTAFOGO,RUA PAULO BARRETO,RUA MENA BARRETO,RUA VOLUNTÁRIOS DA PATRIA,PAR,25,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:56 - 10,,34.412 (DO 03/07/2006) - art 1º - II -
2.1,BOTAFOGO,RUA PAULO BARRETO,RUA GENERAL POLIDORO,RUA ELVIRA MACHADO,IMPAR,13,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:125 - 19,,34.412 (DO 03/07/2006) - art 1º - III -
2.1,BOTAFOGO,RUA PAULO BARRETO,RUA ELVIRA MACHADO,RUA MENA BARRETO,IMPAR,16,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:18 (RUA ELVIRA MACHADO) - 71,,34.412 (DO 03/07/2006) - art 1º - IV -
2.1,BOTAFOGO,RUA REAL GRANDEZA,RUA HENRIQUE NOVAIS,RUA MENA BARRETO,ESQUERDO,16,ÚNICO,SEG A DOM DAS 20H ÀS 06H ,AO LONGO DA VIA,E/F AO Nº:219,,32.717 (DO 12/01/2006)
2.1,BOTAFOGO,RUA SÃO JOÃO BATISTA,RUA HENRIQUE NOVAIS,RUA VOLUNTÁRIOS DA PATRIA,PAR,0,ÚNICO,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,, a ser regulamentada conf Proc.:03/073022/06 - na Ges em 03/07/06 ,
2.1,BOTAFOGO,RUA SOROCABA,RUA GENERAL POLIDORO,RUA MENA BARRETO,PAR,34,ÚNICO,SEG A DOM DAS 7H ÀS 19H,AO LONGO DA VIA,,,424 (16/10/2006) - I -
2.1,BOTAFOGO,RUA SOROCABA,RUA MENA BARRETO,RUA VOLUNTÁRIOS DA PATRIA,PAR,27,ÚNICO,SEG A DOM DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:810 - 66 (R MENA BARRETO),,424 (16/10/2006) - II -
2.1,BOTAFOGO,RUA SOROCABA,RUA VOLUNTÁRIOS DA PATRIA,RUA SÃO CLEMENTE,PAR,40,ÚNICO,SEG A DOM DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº: 600 - 243 (R V.PÁTRIA),,424 (16/10/2006) - III -
2.1,BOTAFOGO,RUA TERESA GUIMARÃES,RUA GENERAL POLIDORO,RUA ELVIRA MACHADO,PAR,12,ÚNICO,"SEG A SEX DAS 7H ÀS 19H  ,  SÁB DAS 7H ÀS 13H",AO LONGO DA VIA,ENTRE OS Nº:48 - 88,,29.804 (DO 03/03/2005) -art.1º
2.1,BOTAFOGO,RUA TERESA GUIMARÃES,RUA GENERAL POLIDORO,RUA MENA BARRETO,IMPAR,38,ÚNICO,"SEG A SEX DAS 7H ÀS 19H  ,  SÁB DAS 7H ÀS 13H",AO LONGO DA VIA,ENTRE OS Nº:95 - 15,,29.804 (DO 03/03/2005) -art.2º
2.1,BOTAFOGO,RUA TERESA GUIMARÃES,RUA ELVIRA MACHADO,RUA MENA BARRETO,PAR,13,ÚNICO,"SEG A SEX DAS 7H ÀS 19H  ,  SÁB DAS 7H ÀS 13H",AO LONGO DA VIA,ENTRE OS Nº:92 - 20,,29.804 (DO 03/03/2005) -art.3º E 31.118 (DO 27/07/2005)
2.1,BOTAFOGO,RUA VISCONDE DE CARAVELAS,RUA CONDE DE IRAJÁ,RUA REAL GRANDEZA,IMPAR,28,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 02H, SÁB DAS 13H ÀS 02H E DOM DAS 7H ÀS 02H ",AO LONGO DA VIA,ENTRE OS Nº:09 - 503(RUA CD.IRAJÁ),,34.412 ( DO 03/07/2006) - art.2º - IX -
2.1,BOTAFOGO,RUA VISCONDE DE CARAVELAS,RUA CONDE DE IRAJÁ,RUA REAL GRANDEZA,PAR,26,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 02H, SÁB DAS 13H ÀS 02H E DOM DAS 7H ÀS 02H ",AO LONGO DA VIA,ENTRE OS Nº:06 - 479(RUA CD.IRAJÁ),,34.412 ( DO 03/07/2006) - art.2º - X -
2.1,BOTAFOGO,RUA VISCONDE DE CARAVELAS,RUA CONDE DE IRAJÁ,RUA CAPITÃO SALOMÃO,IMPAR,17,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 02H, SÁB DAS 13H ÀS 02H E DOM DAS 7H ÀS 02H ",AO LONGO DA VIA,ENTRE OS Nº:89 - 93,,34.412 ( DO 03/07/2006) - art.2º - XI -
2.1,BOTAFOGO,RUA VISCONDE DE CARAVELAS,RUA CONDE DE IRAJÁ,RUA CAPITÃO SALOMÃO,PAR,18,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 02H, SÁB DAS 13H ÀS 02H E DOM DAS 7H ÀS 02H ",AO LONGO DA VIA,ENTRE OS Nº:98 - 136,,34.412 ( DO 03/07/2006) - art.2º - XII -
2.1,BOTAFOGO,RUA VISCONDE DE CARAVELAS,RUA CAPITÃO SALOMÃO,RUA GAL DIONISIO,IMPAR,7,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 02H, SÁB DAS 13H ÀS 02H E DOM DAS 7H ÀS 02H ",AO LONGO DA VIA,,,34.412 ( DO 03/07/2006) - art.2º - XIII -
2.1,BOTAFOGO,RUA VISCONDE DE CARAVELAS,RUA CAPITÃO SALOMÃO,RUA GAL DIONISIO,PAR,9,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 02H, SÁB DAS 13H ÀS 02H E DOM DAS 7H ÀS 02H ",AO LONGO DA VIA,,,34.412 ( DO 03/07/2006) - art.2º - XIV -
2.1,BOTAFOGO,RUA VISCONDE DE CARAVELAS,RUA GAL DIONISIO,,IMPAR,15,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 02H, SÁB DAS 13H ÀS 02H E DOM DAS 7H ÀS 02H ",AO LONGO DA VIA,ENTRE A RUA GAL.DIONÍSIO E Nº:189 (R.VISC.CARAVELAS),,34.412 ( DO 03/07/2006) - art.2º - XV -
2.1,BOTAFOGO,RUA VISCONDE DE CARAVELAS,RUA GAL DIONISIO,,PAR,18,ROTATIVO 4H / ÚNICO,"ROTATIVO 4H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A SEX DAS 19H ÀS 02H, SÁB DAS 13H ÀS 02H E DOM DAS 7H ÀS 02H ",AO LONGO DA VIA,ENTRE OS Nº: 38 (RUA GAL.DIONÍSIO) - 196 (R.VISC.CARAVELAS),,34.412 ( DO 03/07/2006) - art.2º - XVI -
2.1,BOTAFOGO,VIA INOMINADA PRAÇA PIMENTEL DUARTE,VIA DE ACESSO À RUA PROF ALVARO RODRIGUES,AV DAS NAÇÕES UNIDAS,JUNTO À PRAÇA,22,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 23H,AO LONGO DA VIA,E/F AO Nº:501 (PRAIA DE BOTAFOGO),JUNTO À PÇA PIMENTEL DUARTE,34.429 (DO 05/07/2006)
2.1,CATETE,LARGO DO MACHADO,RUA BENTO LISBOA,RUA MIN. TAVARES DE LYRA,PAR,14,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A DOM DAS 19H ÀS 23H,A 90 GRAUS DA VIA,ENTRE OS Nº: 48 - 54,,28.010 (DO 17/09/2004)
2.1,CATETE,LARGO DO MACHADO,RUA DO CATETE,RUA MIN. TAVARES DE LYRA,ÍMPAR,65,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A DOM DAS 19H ÀS 23H,A 90 GRAUS DA VIA,ENTRE OS Nº: 08 - 175(RUA BENTO LISBOA),,28.010 (DO 17/09/2004)
2.1,CATETE,RUA CORREIA DUTRA,RUA DO CATETE,RUA BENTO LISBOA,IMPAR,18,ÚNICO,SEG A SEX DAS 7H ÀS 19H E SÁBADO DAS 7H ÀS 14H ,A 45 GRAUS DA VIA,NA BAIA - E/F Nº:99,,30.051 - II - (DO 05 E 07/04/2005)
2.1,CATETE,RUA DO CATETE,RUA ARTUR BERNARDES,RUA CORREA DUTRA,PAR,9,ROTATIVO 2H,SEG A SÁB DAS 7H ÀS 19H ,AO LONGO DA VIA,ENTRE OS Nº: 334 - 202,,28.010 (DO 17/09/2004)
2.1,CATETE,RUA DO CATETE,RUA BENJAMIN CONSTANT,RUA SANTO AMARO,PAR,20,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 22H - SÁB E DOM DAS 7H ÀS 19H ,AO LONGO DA VIA,ENTRE OS Nº:446-22,,31.381 (DO 25/08/2005)
2.1,CATETE,RUA DO CATETE,RUA CONDE DE BAEPENDI,LARGO DO MACHADO,PAR,46,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H - ÚNICO DE SEG A DOM DAS 19H ÀS 23H,A 45 GRAUS DA VIA ,ENTRE OS Nº: 310 - 342,,28.010 (DO 17/09/2004)
2.1,CATETE,RUA DO CATETE,RUA CORREA DUTRA,RUA SILVEIRA MARTINS,PAR,22,ROTATIVO 2H,SEG A SÁB DAS 7H ÀS 19H ,AO LONGO DA VIA,ENTRE OS Nº: 194 - 150,,28.010 (DO 17/09/2004); 28.189 (DO 30/09/2004)
2.1,CATETE,RUA DO CATETE,RUA DOIS DE DEZEMBRO,RUA ARTUR BERNARDES,PAR,8,ROTATIVO 2H,SEG A SÁB DAS 7H ÀS 19H ,AO LONGO DA VIA,ENTRE OS Nº: 274 - 138,,28.010 (DO 17/09/2004)
2.1,CATETE,RUA DO CATETE,LARGO DO MACHADO,RUA DOIS DE DEZEMBRO,PAR,4,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H - ÚNICO DE SEG A DOM DAS 19H ÀS 23H,AO LONGO DA VIA,ENTRE OS Nº: 284 - 278,,28.010 (DO 17/09/2004)
2.1,CATETE,RUA DO CATETE,RUA PEDRO AMERICO,RUA ANDRADE PERTENCE,PAR,16,ROTATIVO 2H,SEG A SÁB DAS 7H ÀS 19H ,A 90 GRAUS DA VIA,ENTRE OS Nº: 88 - 78,,28.010 (DO 17/09/2004)
2.1,CATETE,RUA DO CATETE,RUA SANTO AMARO,RUA PEDRO AMÉRICO,PAR,16,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 22H - SÁB E DOM DAS 7H ÀS 19H ,AO LONGO DA VIA,ENTRE OS Nº:26-46,,31.381 (DO 25/08/2005)
